가로수길,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,51.4,48.6,0.2,5.9,24.0,25.4,20.2,12.2,5.9,6.3,29.8,70.2,N,2023-03-15 23:20,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-15 23:55,27,0,2023-03-15 23:51,4.7,4.3,13,7,27,SE,3.7,-,없음,비 또는 눈 소식이 없어요.,06:44,18:39,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,13,나쁨,109,보통,85,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
낙산공원·이화마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,200,300,46.0,54.0,0.8,7.0,21.6,17.6,14.0,17.4,12.4,9.3,61.4,38.6,N,2023-03-15 23:20,해당 장소로 이동·진입시 시간이 오래 걸릴 수 있어요.,정체,2023-03-15 23:55,7,0,2023-03-15 23:51,3.8,3.5,12,7,36,SSE,3.4,-,없음,비 또는 눈 소식이 없어요.,06:44,18:39,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,15,나쁨,111,보통,100,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
노량진,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,8000,8500,58.2,41.8,0.1,5.1,43.1,20.3,11.0,10.1,6.6,3.6,34.3,65.7,N,2023-03-15 23:20,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-15 23:55,43,0,2023-03-15 23:51,3.1,3.8,12,7,21,SSE,1.9,-,없음,비 또는 눈 소식이 없어요.,06:44,18:39,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,19,나쁨,113,보통,83,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}}"
북촌한옥마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,500,600,47.1,52.9,0.2,8.1,12.2,15.7,19.2,19.9,12.5,12.3,73.0,27.0,N,2023-03-15 23:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-15 23:55,18,0,2023-03-15 23:51,3.8,3.5,12,7,36,SSE,3.4,-,없음,비 또는 눈 소식이 없어요.,06:44,18:39,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,13,나쁨,131,보통,94,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
성수카페거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,56.8,43.2,0.3,5.7,34.9,25.6,14.6,9.7,6.3,2.9,21.0,79.0,N,2023-03-15 23:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-15 23:55,20,0,2023-03-15 23:51,4.7,4.3,13,7,27,SE,3.7,-,없음,비 또는 눈 소식이 없어요.,06:44,18:39,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,13,나쁨,115,보통,86,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
수유리 먹자골목,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,50.0,50.0,0.1,7.0,29.1,16.0,15.0,14.7,10.4,7.8,45.4,54.6,N,2023-03-15 23:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-15 23:55,19,0,2023-03-15 23:51,3.8,6,13,6,29,SSE,0.8,-,없음,비 또는 눈 소식이 없어요.,06:44,18:39,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,14,나쁨,109,보통,88,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
쌍문동 맛집거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,49.1,50.9,0.1,4.9,24.1,18.9,14.0,16.0,12.8,9.2,52.2,47.8,N,2023-03-15 23:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-15 23:55,21,0,2023-03-15 23:51,3.8,6,13,6,29,SSE,0.8,-,없음,비 또는 눈 소식이 없어요.,06:44,18:39,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,13,나쁨,105,나쁨,103,PM-10,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
압구정로데오거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,8000,8500,55.1,44.9,0.3,3.7,26.6,27.0,19.9,12.3,6.2,3.9,22.5,77.5,N,2023-03-15 23:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-15 23:55,22,0,2023-03-16 00:01,4.5,4.1,13,7,27,SE,3.7,-,없음,비 또는 눈 소식이 없어요.,06:44,18:39,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,13,나쁨,109,보통,85,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
여의도,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,28000,30000,54.6,45.4,0.2,4.9,16.9,25.1,20.3,14.6,9.9,8.0,37.6,62.4,N,2023-03-15 23:25,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-15 23:55,30,0,2023-03-16 00:01,4.7,3.9,12,8,31,SSE,4.7,-,없음,비 또는 눈 소식이 없어요.,06:44,18:39,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,11,나쁨,105,보통,85,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}}"
영등포 타임스퀘어,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5500,6000,56.3,43.7,0.0,3.2,37.1,23.8,15.0,10.6,7.2,3.0,22.5,77.5,N,2023-03-15 23:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-15 23:55,23,0,2023-03-16 00:01,4.7,3.9,12,8,31,SSE,4.7,-,없음,비 또는 눈 소식이 없어요.,06:44,18:39,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,11,나쁨,105,보통,85,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}}"
